Date,Seafood_Type,City,Weight_kg,Temperature_C,Fuel_Cost_USD,Demand_Index,Season,Market_Price_USD_per_kg
2000-11-21,Tilapia,Kochi,6.69,32.0,2.06,0.74,Low,7.7
2000-11-22,Shrimp,Porbandar,5.75,27.8,1.43,0.72,High,17.76
2000-11-22,Shrimp,Goa Town,5.17,20.8,2.47,0.4,Low,11.82
2000-11-24,Salmon,Ahmedabad,5.43,21.0,2.26,0.63,Low,13.44
2000-11-25,Salmon,Surat,2.89,29.6,1.55,0.65,Low,9.29
2000-11-25,Crab,Ernakulam,9.4,26.5,2.71,0.5,Low,12.99
2000-11-25,Fish,Mumbai,3.02,22.0,1.69,0.63,High,11.37
2000-11-25,Fish,Cuddalore,9.74,30.0,2.81,0.81,High,9.05
2000-11-26,Fish,Cuddalore,9.83,31.0,2.63,0.25,High,1.53
2000-11-28,Salmon,Daman,4.91,20.2,2.76,0.31,Low,8.68
2000-11-29,Shrimp,Cuddalore,6.56,31.8,2.24,0.74,Low,12.76
2000-11-29,Crab,Panaji,8.1,29.2,2.91,0.29,Low,8.15
2000-11-30,Tilapia,Ahmedabad,5.16,22.2,2.43,0.68,Low,10.0
2000-12-01,Tuna,Surat,0.54,18.5,1.17,0.86,Low,14.26
2000-12-03,Tuna,Kolkata,9.59,20.6,2.51,0.29,High,7.23
2000-12-05,Tuna,Hyderabad,4.03,18.1,2.17,0.65,Low,12.91
2000-12-05,Tuna,Kochi,3.46,22.1,2.74,0.68,High,15.21
2000-12-07,Salmon,Panaji,9.68,29.5,2.9,0.29,Low,6.11
2000-12-07,Fish,Vishakhapatnam,0.78,31.9,2.98,0.75,High,9.85
2000-12-07,Catfish,Bengaluru,7.64,26.6,2.75,0.73,Low,7.68
2000-12-08,Crab,Goa Town,9.28,28.2,2.32,0.48,Low,11.95
2000-12-08,Crab,Mangalore,6.14,31.2,1.1,0.87,Low,16.95
2000-12-09,Fish,Kochi,9.53,30.6,1.9,0.96,High,13.14
2000-12-09,Lobster,Mumbai,1.67,26.9,2.71,0.66,High,27.0
2000-12-11,Mackerel,Kolkata,4.37,22.8,3.0,0.22,Low,4.01
2000-12-11,Shrimp,Vishakhapatnam,9.76,25.0,2.46,0.67,Low,12.92
2000-12-13,Fish,Visakhapatnam,8.69,25.8,2.12,0.57,Low,7.54
2000-12-13,Mackerel,Visakhapatnam,5.42,30.3,1.18,0.67,High,7.39
2000-12-16,Fish,Cuddalore,6.77,18.9,0.85,0.94,Low,10.98
2000-12-17,Cod,Ernakulam,5.95,26.5,1.15,0.82,High,15.56
2000-12-18,Cod,Kolkata,9.99,22.1,0.85,0.76,High,14.57
2000-12-19,Cod,Surat,7.85,28.0,2.76,0.66,Low,9.83
2000-12-19,Salmon,Mumbai,1.18,23.1,1.48,0.49,Low,9.87
2000-12-21,Tuna,Hyderabad,2.92,20.6,2.44,0.26,Low,5.46
2000-12-23,Tuna,Daman,7.22,29.7,0.92,0.34,High,5.47
2000-12-23,Salmon,Bengaluru,1.27,21.5,1.85,0.96,High,26.0
2000-12-25,Fish,Cuddalore,5.2,18.9,2.24,0.58,Low,8.67
2000-12-27,Fish,Hyderabad,1.79,20.3,2.32,0.46,Low,5.39
2000-12-28,Tuna,Pondicherry,5.77,24.0,1.45,0.67,Low,11.31
2000-12-28,Lobster,Daman,9.92,25.9,1.9,0.96,Low,26.93
2000-12-30,Mackerel,Ernakulam,8.0,31.7,1.77,0.22,Low,0.62
2000-12-30,Salmon,Daman,8.73,29.1,1.46,0.71,High,13.31
2000-12-30,Cod,Hyderabad,8.6,25.5,2.59,0.6,High,12.63
2001-01-02,Mackerel,Vishakhapatnam,0.54,22.6,1.31,0.29,High,4.73
2001-01-02,Catfish,Mumbai,0.99,32.0,2.97,0.44,Low,4.67
2001-01-02,Catfish,Porbandar,5.86,23.1,2.08,0.96,Low,8.55
2001-01-04,Lobster,Vishakhapatnam,4.3,30.9,1.69,0.76,Low,21.15
2001-01-04,Lobster,Mumbai,3.04,22.3,1.53,0.76,High,31.24
2001-01-05,Salmon,Daman,8.18,27.4,2.85,0.82,High,19.49
2001-01-06,Shrimp,Cuddalore,5.91,27.5,2.21,0.26,High,4.97
2001-01-08,Fish,Kolkata,8.69,23.9,2.52,0.21,Low,4.09
2001-01-09,Tuna,Bengaluru,7.15,21.2,2.35,0.75,High,15.29
2001-01-09,Catfish,Thiruvananthapuram,7.07,27.2,1.12,0.62,Low,5.26
2001-01-10,Tuna,Cuddalore,2.54,23.5,2.1,0.98,High,18.61
2001-01-10,Tilapia,Ernakulam,8.24,23.3,1.22,0.8,Low,8.07
2001-01-11,Fish,Bengaluru,4.43,25.3,2.03,0.79,Low,7.86
2001-01-11,Crab,Mumbai,3.1,21.6,2.34,0.37,Low,11.99
2001-01-11,Mackerel,Cuddalore,7.37,21.6,1.4,0.83,Low,10.48
2001-01-12,Lobster,Hyderabad,1.13,30.4,1.34,0.37,Low,8.59
2001-01-13,Crab,Vellore,4.41,23.3,2.8,0.82,High,20.03
2001-01-13,Tuna,Ernakulam,7.73,26.7,1.28,0.45,Low,7.57
2001-01-14,Crab,Panaji,7.3,26.7,1.4,0.89,Low,21.76
2001-01-14,Tilapia,Visakhapatnam,6.48,27.0,1.41,0.52,High,7.38
2001-01-15,Lobster,Panaji,9.55,28.2,1.6,0.72,High,24.14
2001-01-16,Shrimp,Visakhapatnam,3.17,22.1,1.4,0.7,High,19.2
2001-01-16,Cod,Goa Town,2.64,24.7,1.9,0.85,High,16.77
2001-01-18,Salmon,Kochi,2.04,25.5,1.32,0.56,Low,10.39
2001-01-18,Shrimp,Bengaluru,3.3,20.8,0.86,0.43,Low,11.68
2001-01-19,Catfish,Daman,7.23,31.8,2.03,0.86,High,8.7
2001-01-19,Shrimp,Bengaluru,8.37,28.1,1.33,0.5,High,11.27
2001-01-19,Shrimp,Vellore,9.41,31.8,1.09,0.97,Low,16.67
2001-01-19,Tuna,Kochi,7.54,19.7,1.35,0.75,Low,12.15
2001-01-21,Tilapia,Kochi,1.54,19.0,2.75,0.55,High,11.07
2001-01-23,Catfish,Ahmedabad,9.98,18.6,2.2,0.94,High,13.22
2001-01-24,Lobster,Porbandar,0.63,23.6,2.56,0.95,Low,28.75
2001-01-25,Cod,Ernakulam,9.31,21.7,1.71,0.82,Low,14.0
2001-01-25,Mackerel,Vishakhapatnam,9.03,30.7,1.12,0.64,Low,7.2
2001-01-27,Tilapia,Surat,5.78,21.5,2.91,0.32,Low,5.5
2001-01-29,Fish,Ahmedabad,1.35,29.4,1.57,0.91,High,13.25
2001-02-01,Tilapia,Mumbai,0.68,29.9,1.53,0.68,Low,9.74
2001-02-03,Cod,Cuddalore,6.91,25.5,1.61,0.48,High,9.8
2001-02-03,Tilapia,Cuddalore,9.37,29.8,1.42,0.73,High,11.31
2001-02-04,Cod,Porbandar,6.65,27.7,1.41,0.67,High,10.72
2001-02-04,Salmon,Chennai,1.27,26.8,2.66,0.46,Low,9.51
2001-02-05,Shrimp,Chennai,7.55,27.6,1.12,0.42,Low,4.2
2001-02-05,Mackerel,Mangalore,4.37,29.6,0.83,0.63,Low,6.22
2001-02-06,Cod,Thiruvananthapuram,1.05,21.2,2.23,0.73,High,14.68
2001-02-06,Mackerel,Surat,1.88,22.6,2.61,0.99,High,15.81
2001-02-06,Salmon,Daman,1.85,20.7,2.35,0.56,High,14.96
2001-02-07,Catfish,Vellore,3.09,21.2,2.99,0.27,Low,6.01
2001-02-07,Lobster,Ahmedabad,3.18,27.4,0.81,0.99,Low,26.27
2001-02-08,Shrimp,Ernakulam,6.24,22.1,1.59,0.6,High,16.91
2001-02-09,Fish,Mumbai,1.33,23.0,2.39,0.8,Low,9.85
2001-02-12,Lobster,Kochi,6.91,31.8,2.88,0.8,High,28.74
2001-02-13,Cod,Thiruvananthapuram,4.06,25.0,1.39,0.74,High,15.96
2001-02-13,Tilapia,Goa Town,4.67,20.6,2.72,0.76,Low,10.74
2001-02-13,Salmon,Mangalore,7.05,24.4,2.51,0.58,Low,12.31
2001-02-15,Shrimp,Hyderabad,8.53,26.3,1.71,0.77,Low,16.33
2001-02-16,Cod,Vellore,6.06,21.5,0.97,0.32,High,6.4
2001-02-17,Cod,Surat,7.65,18.6,2.88,0.75,Low,14.23
2001-02-17,Lobster,Ahmedabad,6.33,21.5,1.03,0.87,Low,24.99
2001-02-18,Cod,Vellore,8.75,22.4,2.01,0.31,High,4.58
2001-02-19,Tuna,Kolkata,9.25,22.8,2.5,0.57,High,11.81
2001-02-19,Shrimp,Panaji,5.74,20.2,1.15,0.31,Low,7.06
2001-02-21,Shrimp,Chennai,4.29,29.9,1.16,0.49,High,11.48
2001-02-21,Catfish,Chennai,4.26,20.2,1.73,0.21,Low,4.18
2001-02-22,Cod,Kochi,1.4,26.7,1.99,0.54,Low,8.92
2001-02-23,Catfish,Kochi,1.94,21.5,2.96,0.31,Low,3.3
2001-02-23,Lobster,Surat,0.63,18.4,1.04,0.32,Low,9.3
2001-02-24,Shrimp,Pondicherry,8.01,31.6,2.65,0.56,High,13.76
2001-02-25,Salmon,Vishakhapatnam,1.08,20.2,1.88,0.43,High,12.72
2001-02-25,Catfish,Thiruvananthapuram,3.46,24.1,2.93,0.74,High,11.84
2001-02-26,Cod,Hyderabad,4.65,22.1,1.79,0.26,High,8.97
2001-02-26,Salmon,Chennai,0.81,30.6,2.26,0.53,High,10.05
2001-02-27,Cod,Cuddalore,5.56,21.5,2.63,0.33,High,7.35
2001-02-27,Mackerel,Mangalore,1.24,18.5,1.98,0.48,High,9.16
2001-02-28,Shrimp,Ahmedabad,6.34,24.2,2.46,0.92,High,23.46
2001-02-28,Crab,Ahmedabad,7.35,23.9,2.8,0.45,Low,8.33
2001-02-28,Salmon,Kochi,7.17,32.0,1.62,0.91,High,20.53
2001-02-28,Catfish,Vellore,3.4,19.5,2.67,0.9,Low,12.02
2001-03-01,Cod,Kochi,6.29,23.1,1.66,0.66,High,14.14
2001-03-01,Shrimp,Porbandar,1.87,27.4,0.85,0.69,Low,10.11
2001-03-06,Tuna,Vishakhapatnam,2.69,27.5,2.91,0.43,Low,7.18
2001-03-07,Crab,Kochi,8.67,19.2,1.1,0.76,Low,19.06
2001-03-07,Catfish,Ahmedabad,5.49,25.8,2.99,0.27,High,5.73
2001-03-08,Crab,Ernakulam,2.84,31.4,1.81,0.79,High,20.71
2001-03-08,Mackerel,Vishakhapatnam,1.98,25.7,1.13,0.98,Low,11.02
2001-03-08,Crab,Porbandar,6.37,19.7,2.74,0.37,Low,10.0
2001-03-09,Shrimp,Hyderabad,8.76,30.4,2.2,0.59,High,12.55
2001-03-12,Crab,Daman,6.14,19.0,1.42,0.83,High,23.58
2001-03-14,Lobster,Ernakulam,9.08,30.5,1.13,0.76,Low,19.39
2001-03-16,Tuna,Thiruvananthapuram,4.27,22.1,2.03,0.93,Low,12.99
2001-03-17,Salmon,Chennai,9.29,29.6,2.06,0.57,High,13.25
2001-03-18,Shrimp,Kochi,7.6,23.2,2.5,0.95,High,25.54
2001-03-20,Cod,Surat,7.89,25.2,2.31,0.68,High,15.77
2001-03-21,Salmon,Ernakulam,4.44,22.6,2.89,0.66,Low,15.02
2001-03-27,Mackerel,Cuddalore,5.25,20.8,1.62,0.88,Low,10.0
2001-03-27,Tilapia,Chennai,3.4,28.1,2.34,0.75,Low,9.17
2001-03-28,Fish,Daman,8.08,25.5,2.82,0.96,High,15.3
2001-03-29,Tilapia,Kolkata,2.35,22.4,2.42,0.22,Low,4.59
2001-03-31,Tilapia,Kolkata,2.08,27.1,1.04,0.76,High,10.74
2001-04-01,Mackerel,Panaji,1.82,22.7,1.88,0.76,High,15.59
2001-04-02,Tilapia,Visakhapatnam,4.01,25.9,0.84,0.68,High,10.73
2001-04-02,Tilapia,Vellore,3.7,21.9,1.25,0.43,Low,7.01
2001-04-04,Catfish,Pondicherry,4.67,26.6,2.96,0.89,Low,11.05
2001-04-06,Shrimp,Goa Town,1.9,27.0,2.25,0.81,High,21.15
2001-04-06,Lobster,Vellore,7.4,30.5,2.72,0.52,High,17.91
2001-04-07,Fish,Panaji,5.54,29.9,0.89,0.77,Low,7.76
2001-04-07,Tilapia,Mangalore,1.55,23.7,2.38,0.65,High,10.93
2001-04-08,Lobster,Visakhapatnam,7.9,28.7,1.86,0.75,High,25.49
2001-04-09,Crab,Surat,2.67,22.1,1.86,0.43,High,11.76
2001-04-09,Tilapia,Panaji,9.96,29.0,1.84,0.8,High,13.19
2001-04-11,Lobster,Kolkata,9.48,31.5,2.16,0.9,Low,23.42
2001-04-15,Tuna,Chennai,8.25,29.5,2.94,0.26,High,3.76
2001-04-16,Mackerel,Visakhapatnam,3.03,20.0,1.1,0.65,High,11.8
2001-04-16,Salmon,Porbandar,2.54,26.6,1.08,0.27,High,6.28
2001-04-17,Fish,Daman,4.9,21.9,1.63,0.41,Low,5.73
2001-04-17,Tuna,Vellore,1.74,22.5,2.71,0.59,High,9.98
2001-04-17,Tilapia,Vishakhapatnam,2.97,27.8,2.85,0.33,High,5.93
2001-04-18,Tuna,Mumbai,2.33,25.1,2.56,0.31,High,5.69
2001-04-19,Salmon,Vishakhapatnam,6.3,23.7,2.89,0.93,Low,19.73
2001-04-19,Mackerel,Bengaluru,3.66,30.2,1.79,0.52,Low,6.67
2001-04-19,Fish,Pondicherry,5.08,20.6,1.17,0.72,High,11.9
2001-04-21,Catfish,Chennai,4.68,26.8,1.2,0.65,High,6.76
2001-04-22,Catfish,Vellore,4.0,23.5,2.95,0.9,Low,9.15
2001-04-23,Lobster,Mangalore,8.84,26.9,1.12,0.33,High,11.17
2001-04-25,Tilapia,Goa Town,4.06,20.0,1.67,0.24,High,5.51
2001-04-26,Tuna,Ahmedabad,0.64,29.2,2.81,0.95,High,16.77
2001-04-27,Catfish,Vellore,3.51,31.0,2.8,0.59,High,5.66
2001-04-29,Tuna,Pondicherry,6.46,29.0,1.51,0.69,Low,11.22
2001-04-29,Cod,Kochi,7.16,31.9,2.28,0.73,Low,11.32
2001-05-01,Cod,Kolkata,7.43,19.1,1.93,0.21,Low,8.56
2001-05-01,Crab,Vishakhapatnam,6.56,31.8,2.33,0.44,High,11.24
2001-05-01,Crab,Thiruvananthapuram,1.32,21.1,1.44,0.27,High,7.55
2001-05-02,Lobster,Pondicherry,6.15,30.1,2.5,0.6,High,21.7
2001-05-03,Shrimp,Surat,9.3,28.6,1.09,0.74,Low,10.46
2001-05-03,Tuna,Goa Town,3.06,23.8,1.1,0.64,High,14.09
2001-05-03,Salmon,Ernakulam,7.77,21.6,1.22,0.76,High,21.23
2001-05-03,Catfish,Goa Town,8.04,24.4,1.42,0.86,Low,10.29
2001-05-03,Catfish,Ahmedabad,6.35,28.1,2.94,0.61,Low,5.93
2001-05-11,Mackerel,Vishakhapatnam,1.72,23.3,1.87,0.81,Low,8.77
2001-05-11,Lobster,Thiruvananthapuram,4.61,22.2,2.39,0.42,Low,12.65
2001-05-12,Tuna,Chennai,2.09,24.9,0.94,0.39,High,8.48
2001-05-12,Tuna,Vishakhapatnam,6.95,23.4,0.89,0.45,High,8.73
2001-05-13,Shrimp,Visakhapatnam,5.74,19.2,2.13,0.77,High,22.51
2001-05-14,Tilapia,Porbandar,5.37,29.3,1.18,0.35,High,4.33
2001-05-15,Shrimp,Visakhapatnam,1.98,26.2,2.13,0.78,Low,13.12
2001-05-16,Cod,Pondicherry,3.76,19.8,2.55,0.34,Low,9.51
2001-05-16,Crab,Panaji,6.63,23.4,1.4,0.53,Low,10.12
2001-05-16,Shrimp,Visakhapatnam,5.35,30.8,2.03,0.59,Low,9.45
2001-05-19,Mackerel,Cuddalore,4.11,31.9,1.79,0.92,High,16.16
2001-05-20,Fish,Chennai,9.2,25.5,2.75,0.78,Low,9.0
2001-05-25,Lobster,Vishakhapatnam,4.31,19.9,1.03,0.31,High,13.68
2001-05-25,Catfish,Goa Town,6.58,20.6,2.95,0.74,Low,10.61
2001-05-25,Tilapia,Thiruvananthapuram,7.35,28.4,1.35,0.79,Low,10.43
2001-05-26,Lobster,Mangalore,8.17,25.2,2.51,0.58,Low,15.53
2001-05-27,Tilapia,Chennai,2.05,27.3,1.66,0.81,Low,7.31
2001-05-28,Catfish,Mangalore,3.89,30.1,0.86,0.45,Low,3.55
2001-05-30,Tuna,Chennai,4.33,19.4,2.34,0.48,High,11.49
2001-05-31,Tuna,Thiruvananthapuram,7.57,19.6,1.2,0.66,Low,8.35
2001-06-01,Tilapia,Thiruvananthapuram,1.94,28.3,1.65,0.51,High,7.32
2001-06-01,Catfish,Ernakulam,5.01,27.1,2.8,0.56,High,6.74
2001-06-02,Fish,Pondicherry,3.49,24.4,2.92,0.69,Low,8.38
2001-06-03,Crab,Ernakulam,8.07,32.0,1.83,0.7,Low,13.18
2001-06-04,Crab,Panaji,6.1,25.2,2.06,0.59,High,17.64
2001-06-04,Salmon,Mumbai,7.16,25.6,2.57,0.69,Low,14.21
2001-06-05,Mackerel,Ernakulam,9.97,26.4,0.81,0.39,Low,2.29
2001-06-05,Lobster,Kochi,5.33,23.1,1.08,0.98,High,38.13
2001-06-06,Lobster,Ahmedabad,8.24,27.1,0.86,0.44,High,14.35
2001-06-06,Catfish,Ahmedabad,5.95,18.5,1.78,0.98,Low,9.99
2001-06-08,Fish,Mumbai,9.48,26.8,2.28,0.91,High,13.42
2001-06-10,Lobster,Panaji,1.88,25.2,2.08,0.94,Low,29.3
2001-06-10,Fish,Kochi,3.23,30.5,1.71,0.33,Low,0.53
2001-06-10,Fish,Visakhapatnam,7.4,29.3,0.89,0.71,Low,6.91
2001-06-11,Cod,Bengaluru,6.89,28.0,2.3,0.28,Low,5.56
2001-06-12,Fish,Cuddalore,8.91,18.2,2.04,0.38,High,6.63
2001-06-12,Shrimp,Porbandar,2.8,26.0,2.29,0.91,Low,18.49
2001-06-13,Shrimp,Mangalore,3.6,27.6,2.47,0.52,Low,9.07
2001-06-14,Catfish,Vishakhapatnam,8.41,24.8,2.92,0.28,High,4.38
2001-06-14,Lobster,Chennai,2.54,27.0,1.38,0.38,High,14.77
2001-06-15,Shrimp,Vishakhapatnam,9.51,25.4,0.93,0.72,High,14.48
2001-06-15,Fish,Goa Town,2.15,30.8,2.39,0.69,Low,7.96
2001-06-16,Salmon,Kochi,5.9,22.0,1.89,0.65,Low,13.43
2001-06-17,Mackerel,Thiruvananthapuram,9.9,28.7,1.01,0.27,Low,3.87
2001-06-17,Mackerel,Mumbai,4.08,30.8,1.67,0.29,High,3.6
2001-06-18,Tilapia,Ernakulam,1.42,19.5,2.68,0.91,Low,14.36
2001-06-19,Cod,Kochi,2.26,28.2,1.35,0.56,High,10.25
2001-06-24,Tilapia,Kochi,1.46,21.5,2.62,0.86,Low,14.54
2001-06-25,Tilapia,Ernakulam,1.54,25.5,0.83,0.38,Low,3.43
2001-06-26,Cod,Pondicherry,6.81,19.4,1.26,0.41,Low,9.87
2001-06-26,Mackerel,Ernakulam,2.12,31.3,2.58,0.34,High,4.76
2001-06-29,Shrimp,Kochi,1.06,21.2,1.25,0.23,Low,4.49
2001-07-01,Catfish,Hyderabad,5.69,31.6,1.34,0.4,Low,2.1
2001-07-02,Lobster,Porbandar,7.4,25.7,0.99,0.66,High,23.66
2001-07-04,Fish,Kochi,5.48,24.5,2.52,0.7,Low,9.14
2001-07-06,Fish,Vellore,0.53,25.4,2.86,0.74,Low,8.67
2001-07-06,Catfish,Panaji,8.16,24.7,1.15,0.21,High,2.58
2001-07-07,Lobster,Ahmedabad,0.73,23.7,1.75,0.37,Low,11.06
2001-07-07,Crab,Cuddalore,1.89,26.9,1.86,0.54,Low,11.94
2001-07-08,Catfish,Cuddalore,6.42,31.4,1.13,0.3,Low,1.11
2001-07-11,Tilapia,Ernakulam,8.12,18.3,1.06,0.35,High,8.35
2001-07-11,Shrimp,Mangalore,9.14,18.2,2.0,0.94,Low,18.98
2001-07-11,Fish,Cuddalore,3.68,22.2,2.13,0.23,High,3.32
2001-07-12,Tuna,Chennai,4.24,24.5,1.13,0.34,High,5.38
2001-07-12,Catfish,Goa Town,4.09,20.4,2.81,0.4,Low,7.35
2001-07-15,Cod,Vishakhapatnam,0.84,31.7,2.79,0.49,High,12.56
2001-07-18,Fish,Mangalore,9.42,21.5,2.32,0.58,High,7.25
2001-07-20,Lobster,Porbandar,5.89,20.4,2.3,0.43,Low,14.0
2001-07-20,Tilapia,Pondicherry,0.69,29.1,1.58,0.91,Low,9.88
2001-07-24,Mackerel,Mangalore,1.26,19.9,2.76,0.44,Low,9.05
2001-07-24,Lobster,Vellore,3.83,22.6,1.74,0.85,Low,25.19
2001-07-24,Catfish,Daman,5.96,26.9,1.8,0.59,High,6.52
2001-07-24,Tilapia,Thiruvananthapuram,2.1,25.2,0.97,0.64,High,11.55
2001-07-25,Shrimp,Ernakulam,8.97,24.4,1.7,0.42,High,11.45
2001-07-25,Shrimp,Ernakulam,8.4,20.1,2.58,0.31,High,10.38
2001-07-25,Fish,Kochi,1.35,22.8,1.65,0.47,High,7.39
2001-07-25,Fish,Daman,6.17,25.5,0.89,0.2,High,4.0
2001-07-27,Shrimp,Mumbai,2.53,27.3,2.55,0.88,High,25.56
2001-07-28,Tilapia,Vishakhapatnam,5.63,24.2,2.15,0.21,High,2.95
2001-07-28,Tuna,Ahmedabad,9.96,23.9,2.3,0.65,High,14.26
2001-07-28,Salmon,Visakhapatnam,6.5,21.7,2.38,0.66,High,14.07
2001-07-29,Cod,Ernakulam,2.95,30.7,0.89,0.39,High,7.49
2001-07-29,Catfish,Ahmedabad,0.75,20.5,2.6,0.67,Low,7.99
2001-07-31,Shrimp,Mumbai,2.23,18.1,1.07,0.36,High,11.44
2001-08-01,Tilapia,Kochi,6.44,23.8,2.5,0.96,High,14.84
2001-08-01,Catfish,Vishakhapatnam,5.76,30.3,2.33,0.92,Low,7.4
2001-08-02,Mackerel,Thiruvananthapuram,2.76,29.8,1.65,0.64,High,8.88
2001-08-02,Salmon,Ernakulam,3.88,29.4,2.94,0.77,High,18.72
2001-08-02,Salmon,Hyderabad,0.85,22.9,1.36,0.96,High,23.24
2001-08-02,Cod,Chennai,7.02,31.4,1.85,0.23,Low,2.93
2001-08-02,Tilapia,Ahmedabad,5.17,19.4,2.03,0.64,Low,7.15
2001-08-03,Fish,Hyderabad,9.8,28.3,2.17,0.49,Low,6.26
2001-08-04,Salmon,Pondicherry,2.12,25.7,2.96,0.72,High,18.08
2001-08-04,Fish,Panaji,8.27,25.8,1.0,0.7,High,10.95
2001-08-05,Cod,Hyderabad,2.31,20.4,1.47,0.32,Low,9.12
2001-08-05,Cod,Porbandar,9.04,21.3,2.26,0.9,High,17.91
2001-08-05,Fish,Daman,6.21,24.3,2.55,0.27,High,6.34
2001-08-06,Salmon,Mangalore,2.0,22.4,0.84,0.3,High,6.84
2001-08-06,Tilapia,Vellore,5.32,19.2,1.79,0.97,High,12.8
2001-08-08,Salmon,Kolkata,3.15,18.3,2.13,0.39,High,11.18
2001-08-09,Mackerel,Thiruvananthapuram,3.17,26.1,2.48,0.54,Low,7.24
2001-08-10,Catfish,Mumbai,4.06,20.3,2.43,0.33,Low,5.03
2001-08-10,Lobster,Vishakhapatnam,3.29,18.4,0.84,0.38,High,16.0
2001-08-13,Tuna,Daman,5.7,25.9,1.61,0.99,High,19.11
2001-08-13,Salmon,Bengaluru,8.61,31.9,1.59,0.81,High,14.46
2001-08-15,Mackerel,Hyderabad,2.03,22.3,2.13,0.93,Low,13.03
2001-08-15,Tuna,Hyderabad,0.6,23.1,2.11,1.0,High,21.94
2001-08-15,Cod,Surat,4.96,24.1,2.77,0.76,Low,9.69
2001-08-15,Shrimp,Mangalore,5.47,28.8,1.64,0.53,Low,9.98
2001-08-15,Salmon,Panaji,4.59,27.2,2.5,0.98,Low,18.89
2001-08-16,Fish,Chennai,7.75,23.8,0.9,0.82,Low,8.27
2001-08-16,Fish,Thiruvananthapuram,3.72,30.9,2.15,0.62,Low,4.83
2001-08-17,Catfish,Ahmedabad,6.05,24.3,1.27,0.45,Low,4.89
2001-08-18,Cod,Daman,2.63,25.9,2.29,0.95,Low,14.2
2001-08-18,Salmon,Bengaluru,6.28,26.1,1.34,0.49,Low,10.13
2001-08-18,Lobster,Pondicherry,1.92,27.4,1.51,0.4,Low,11.32
2001-08-19,Mackerel,Hyderabad,9.28,25.9,1.89,0.45,High,10.71
2001-08-20,Crab,Vellore,6.92,30.2,0.97,0.3,High,3.78
2001-08-20,Lobster,Vellore,1.64,24.6,2.75,0.87,High,29.0
2001-08-22,Salmon,Porbandar,4.57,20.0,2.94,0.61,High,14.44
2001-08-22,Tuna,Hyderabad,8.28,29.0,1.58,0.43,Low,6.27
2001-08-23,Lobster,Vellore,6.65,19.4,1.67,0.76,Low,20.57
2001-08-26,Cod,Visakhapatnam,3.04,23.8,2.65,0.88,High,17.2
2001-08-27,Cod,Cuddalore,3.67,27.7,1.32,0.71,High,14.33
2001-08-29,Fish,Panaji,2.29,18.0,2.29,0.8,High,14.79
2001-08-30,Crab,Bengaluru,5.36,30.7,2.11,0.53,Low,10.77
2001-09-02,Shrimp,Ernakulam,5.12,30.4,0.86,0.83,Low,14.36
2001-09-02,Tuna,Vishakhapatnam,1.54,31.9,2.0,0.82,Low,10.18
2001-09-03,Shrimp,Bengaluru,4.51,21.3,2.82,0.3,Low,8.57
2001-09-03,Crab,Hyderabad,4.95,24.9,0.89,0.32,High,8.74
2001-09-03,Salmon,Vishakhapatnam,8.13,29.0,2.05,0.39,Low,5.36
2001-09-03,Crab,Kochi,2.24,26.2,1.2,0.6,Low,13.55
2001-09-05,Mackerel,Goa Town,5.83,19.6,2.16,0.2,High,6.03
2001-09-05,Salmon,Ahmedabad,9.88,29.4,1.59,0.83,High,14.69
2001-09-05,Crab,Kolkata,7.51,18.2,0.92,0.79,High,22.67
2001-09-05,Salmon,Panaji,2.08,25.7,2.9,0.74,High,17.62
2001-09-07,Catfish,Mumbai,4.74,31.0,1.12,0.47,Low,3.77
2001-09-08,Crab,Ahmedabad,5.85,31.5,1.56,0.78,High,16.57
2001-09-09,Tilapia,Daman,3.6,27.2,1.13,0.69,Low,8.17
2001-09-10,Fish,Chennai,3.89,22.0,2.7,0.95,High,15.16
2001-09-11,Lobster,Chennai,0.66,21.2,0.9,0.3,Low,10.89
2001-09-11,Tilapia,Vellore,3.14,31.6,1.49,0.22,High,3.78
2001-09-12,Mackerel,Daman,3.16,21.8,2.35,0.79,Low,13.24
2001-09-12,Cod,Chennai,2.63,20.8,2.06,0.86,Low,15.85
2001-09-15,Cod,Mangalore,6.52,19.3,1.66,0.57,Low,7.88
2001-09-15,Crab,Pondicherry,4.46,18.5,1.1,0.78,High,23.67
2001-09-15,Lobster,Ahmedabad,6.4,29.3,1.49,0.88,Low,21.49
2001-09-16,Shrimp,Hyderabad,4.97,19.5,1.7,0.95,Low,19.16
2001-09-16,Catfish,Chennai,4.24,26.5,1.62,0.61,Low,5.31
2001-09-16,Salmon,Surat,8.3,18.1,2.64,0.79,Low,14.94
2001-09-16,Tilapia,Vishakhapatnam,8.92,18.9,2.07,0.22,Low,4.97
2001-09-23,Cod,Goa Town,1.22,27.8,1.69,0.66,High,12.64
2001-09-24,Tilapia,Visakhapatnam,3.47,31.6,2.75,0.49,Low,6.09
2001-09-24,Salmon,Cuddalore,7.61,19.9,1.64,0.71,High,16.52
2001-09-26,Catfish,Porbandar,2.72,20.6,2.16,0.45,Low,6.01
2001-09-30,Crab,Mumbai,4.64,31.4,2.68,0.47,High,11.45
2001-09-30,Crab,Visakhapatnam,6.16,19.1,2.04,0.79,High,23.97
2001-10-04,Tilapia,Vishakhapatnam,7.9,29.0,2.81,0.71,High,11.49
